Station ID,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15,Day 16,Day 17,Day 18,Day 19,Day 20,Day 21,Day 22,Day 23,Day 24,Day 25,Day 26,Day 27,Day 28,Day 29,Day 30,Day 31
118,71.625,70,60.5,67.75,63.125,67.375,55.833,50.375,42.286,40.125,51.143,70,83.875,85,72,72.875,81,68.375,64.5,90.125,76.375,62,71.875,69.5,58.125,76.125,74,89.625,78.75,62.875,58.625
119,48.625,55.125,48.875,48.625,50.875,52.625,45.5,41.375,38.25,31.125,29,36.667,37.857,40.75,33.5,38.5,51.5,48,45.5,51.25,61.5,45.125,47.25,51.25,35.5,38.625,40,63.5,52.375,41.375,47.25
120,43.875,44.125,35.125,33.625,27.5,17.125,27.625,20.5,16.714,17.125,23,29,46.667,52.5,48.25,46.5,40.125,39.625,41.5,47,32,34.375,43.875,39.125,39.875,47.5,46.875,46.875,41.375,37.125,30.75
121,23.75,32.875,24.75,23.375,19.25,10.25,21.375,15.75,14.25,14.5,15.375,15.625,24.125,34.5,30.875,31.5,27.25,23.25,NA,29.25,30.375,22.625,34,31.875,28.5,40.375,33.75,28.5,40.375,33.75,33.75
122,83.75,80.75,70.625,73.375,65.625,70.25,55.75,44.25,38.5,36.875,56.25,76.75,82.25,93,81.625,87.375,80.5,76.75,67.375,68.125,76.5,60.125,74.75,78.125,65.875,83.25,82.5,76.875,72.625,65.875,62.875
123,24.5,33.25,29.25,27.375,23.75,15.875,26.25,23,20.25,27.875,25.25,28.875,22.25,28.125,31.625,30,33.125,31,29.25,32.125,23.5,38.5,47,37,32.125,32.25,36.25,34.125,32.625,32.625,35.375
124,29.25,34.375,35.125,32.875,27.143,21.25,26.75,24.625,22.125,26.25,27.5,40,31.125,35.25,37.625,47.375,40.25,28.625,29.125,35.875,21,42.75,59,47.75,33.875,35.375,39.375,37.875,36.5,39,45.5
125,28.375,36.429,34,31.75,28,18.25,27.375,24.25,21.125,26.625,21.75,27.875,24.125,25.5,30.75,29.5,31.25,30,28.75,33.571,26.625,36.125,43.875,35.25,31.625,38.125,37.625,36.429,34.125,35.25,34.75
126,30.625,37.375,36.125,39.125,26.625,19,26.5,25.75,21.25,24.875,31.857,44,34.125,46.625,44.375,53.125,44,33.125,34.375,38.5,31.375,42.625,67,47,38.375,41,38.625,41.125,39.375,41.75,39.875
127,93.875,82.125,75.25,66.5,83.25,67.5,62.25,57.5,39.875,41.625,54.375,71.5,74.5,87.375,91.875,75.5,79.5,111,103.12,80.125,89.25,71.625,88.375,74.375,86.125,120.38,101.5,90.375,84.125,70.75,67.75
128,85.375,73.857,58.375,57.125,62,53.75,55.625,50.875,38.286,41.5,46.125,59.375,63.667,71.375,69.875,62.625,67.333,83.875,77.125,65.875,68.75,63.125,74.25,70.75,64.875,92.375,83.875,80.25,77,64.125,62.714
129,49.875,55.375,55.875,43.5,58.375,55.625,32.375,34.5,28.875,33.625,49.375,47.125,46.571,50.125,49.375,56.25,58.5,56.625,53,50.75,58.5,54,51,46.625,50.875,54,56.125,63,58,47.5,51.5
130,NA,NA,NA,NA,NA,59.875,56.375,47.25,51.375,50.125,49,53.75,57.375,47.875,45.125,50.375,60.75,49.125,46.5,48.5,52.75,58.375,47,49.625,44.5,43.375,46.5,50.125,45.875,48.25,54.125
131,54.625,53.25,52,53.625,56.75,48.375,49,48.5,43.75,42.75,39.875,44.875,44.75,45.5,37.75,40.75,46.75,42.375,38.25,37,44.875,46.875,32.75,38.875,36.286,39.25,40.75,42.75,39.875,38.5,41.875
132,56,53.375,54.625,55.5,61.125,48.375,48.625,NA,49.25,47.5,42,46.5,62,37.625,44.625,45.875,71.125,49,46,36.375,44.625,68.25,36.75,47.75,44,46.5,45.375,56.125,49.125,57.125,59.5
133,37.125,51.75,53,53.75,53,47.875,42.625,35.5,43.5,46.625,40.5,45.25,46.625,37.75,33,46.125,61.625,40.25,38.375,36.375,42.125,49.625,39.625,42.125,33,33.375,34.375,38.375,33.125,46.625,49.125
134,88.75,68.625,63.625,64.25,78.75,62.5,59.25,51.875,33.5,47.875,49.25,63.25,80.125,83,87.625,76.875,72.125,96,94.75,79.25,78.375,71.375,80.25,78.25,76.25,103.38,87.5,96.375,92.857,77.625,67.75
135,88.875,77.875,75.125,67.25,64.125,59.625,47.625,44.375,31.375,43.25,43.125,55.625,78.75,90.75,87.625,97.25,79.125,78.25,64.333,74.5,NA,56.375,82.5,81.5,73.571,NA,71,63.75,59.5,67,66.125
136,NA,52,44.375,41.5,41.75,40.625,33.714,38.125,20.25,32.25,NA,NA,47.25,47.125,52.125,43.5,44.25,49.875,52.875,46.75,44.75,54.75,47.25,39.875,46.625,48.75,58.5,56.375,49.25,43.25,43.125
137,93.5,84,78.25,86.375,94,83.875,83.75,61.625,69,67.375,70,70.875,90.875,71.75,103,120.38,132.12,120,67.125,80.125,95.125,119.62,53,36.125,86.75,96.75,112.62,102.75,87.125,81.75,73.625
138,92.375,86.25,81.5,77.375,79.25,84.375,88.125,88,72,64.375,51.125,60,57.625,51.75,73.875,95.375,88.75,74.625,52,44.125,64.875,64.625,28.625,27.857,58.5,72.75,70.625,54.286,44.125,33.75,45.857
139,106.12,80.625,76,73.875,85.75,82.5,86.625,67.75,63.375,63.375,70.25,69.875,68.75,68.75,94.25,116,94.375,106.25,58.714,60,92.75,101.12,34.5,27.125,90.25,96.625,92.625,69.286,64.875,49.75,57.625
140,72,72.625,62,69.5,77.75,71.125,58.875,45.375,56.875,61.25,70,53.75,79.125,59.75,68,103.62,96.125,92.875,40.125,57,56.25,62.5,40.25,42.875,68.75,78.25,76.625,60.125,63.125,82,64.375
141,69.286,75.375,83.25,83.625,NA,NA,62.25,64.625,78,74.25,72.125,NA,90.625,74.625,76.5,100.25,107.88,101.62,74.625,68.875,75,96.286,67.625,78.25,70.875,70.75,75.875,70.625,69.571,85.625,95.375
142,76.125,60.5,67.875,72.875,79.125,65.5,68.625,56.125,61.5,61.25,62.75,57.625,109.12,77.25,77.125,83.625,119.38,117,60.5,52.25,78,80.25,45.75,55,73.125,79.125,92.5,89.875,80.125,83.5,86.5
143,45,44.375,54,34.75,58,45.75,53.375,60.25,39,34,43.875,50.125,49.5,35.75,40.375,44.125,56,51.25,44.75,47.375,44.5,41.375,27.125,16.875,20.75,33.625,39.5,37.5,32.429,36.125,51.875
144,71.125,60.5,63,59.75,44,47.75,40.5,37.125,24.25,35.375,41.625,50.125,74.625,80.375,79.625,85.875,68.875,63.75,60.5,65.375,31.25,52.375,62.625,71.625,69.25,NA,60.5,54.125,48.375,56.125,54.875
145,80.625,72.625,70.375,80.375,58.125,58.5,46.75,43.75,29.625,46.25,48.75,74,109.25,117,106.63,92.625,96.125,65,68.875,66.375,37.875,65.125,90.5,76.5,85.5,94.75,NA,67,56.875,65.625,62
146,58.5,55.5,57.875,65.5,44.125,43.125,35.5,31.5,23,36.25,43.75,62.75,83.625,87.25,83.375,70.875,69.875,48,48.625,46.625,27.625,57.375,70.25,59.125,69.25,77.125,61.333,53.125,43.875,53.25,47.5
147,64.75,65,62.375,71.875,48.75,51,34,40.5,34.75,39.375,64.857,77,71.25,95,84.125,78.75,66.75,50.571,53.875,68.25,43.5,57.875,81,63.25,79.143,89.571,66.5,61.667,58.75,57.75,53.375
148,87.875,74,70,76,65,73.375,50,42.75,33.5,53.875,52.625,69,98.625,108.62,103.63,98.25,106.88,72.25,75.375,102,42.75,69.5,98.5,74.5,87,100,NA,75.25,64.125,73.25,62.75
149,68.5,61,62.125,69.625,54,48.375,NA,35.25,27.75,37.375,48,66.625,81.5,87.875,82.625,73.25,70,52,49.875,47.75,32.625,57.375,68.75,64.625,66.875,72.625,60,53.625,46.625,54.625,47.5
150,77.375,67.125,66.375,79.5,59.375,60.375,47.75,40.25,29.625,40.5,57.125,89.25,100,104.38,110.75,77.25,77.625,64.25,65.25,71.375,49,68.5,90.5,66.25,87.625,88.625,74.125,NA,58.875,60,54.625
151,30,36.25,37.75,35.25,29,29.625,30.75,34.25,30.25,31.875,43,48.75,35.625,41.125,46.125,48.375,41.5,32.875,35,42.5,25.75,54.375,70.625,53.625,37.75,43.375,43.875,41.25,40.5,43.75,47.5
152,52.625,53.375,57.375,45.875,37.833,42.375,46.625,41.75,33.125,27.375,54.125,63.125,NA,57.75,85.25,76.875,62.5,58.875,67.571,61.875,43.75,69.5,69.375,62.875,56.25,67.75,67.5,54.5,45.625,50.75,53.625
153,92.625,75,78.5,65.429,74.875,84,83.125,77.375,69.125,53.125,59.75,62.375,59,52.125,71.375,72.875,71.625,68.25,71.75,75.75,71.5,74.25,42.75,45,85,70.375,73.25,55.75,NA,NA,NA
154,101.62,94.625,95.75,93.625,93.375,86.75,81.25,79.875,103.25,94.125,103.75,124.38,82.625,73.125,142.88,137.87,125.12,101.75,109.75,81.5,109.88,111.62,79.375,71.5,112.25,119.38,118.62,91,75.125,93.875,91.75
155,93.125,81.25,95.875,92.625,92.625,93.875,85.5,69.125,89,71.875,72.143,61.5,62.125,58.625,123.25,111.88,85.625,88.25,94.625,77.625,69.625,75.25,74.375,63,101.88,99.25,87.875,71.25,54.625,77.375,76.375
156,80.375,81.125,67.375,59.25,66.75,74.625,78.75,75.5,64.875,57.875,55.375,56,57.625,66.125,81.375,73.25,74.75,82.25,70,67.25,84.875,67.5,38.375,29.375,71.25,71.875,62.5,51.375,59.25,43.125,46.625
157,85.5,78.25,79.625,79.25,75.375,75.75,85.625,70.5,78.375,63.625,67.857,91.714,68.5,62.25,106.5,107,95.375,83.25,93.5,63.5,68.875,75,67.625,52.286,NA,NA,66,55.375,49.75,70.375,68.625
158,80.625,79.5,70.375,72.125,66.375,80.125,77.5,75,64.125,59.25,60.875,60.714,65.25,64.75,77.143,76.25,71,69.625,70.75,70.25,74.125,70.375,65.875,53.75,NA,NA,76.875,69.5,54.625,64.75,58.375
159,72.625,80.625,91.375,91.125,83.125,71.125,61.25,59,78,83.5,70.625,86.25,83.75,57.625,79.625,108.12,114.37,87.25,71.625,57.25,73.375,88.875,70,78,73.375,70.125,81.625,74.125,68.25,91.375,98.5
160,98.375,85.25,82.875,80.375,86.375,82.125,86.75,75,89.286,66.75,75.625,120.71,63.375,66.75,113.25,100.71,86.375,95.125,105.75,72.25,88.5,86.625,73.875,NA,98.5,105.75,79.625,70.125,57.125,78,69.125
161,70.75,79.5,91.0625,90.625,84.5,78.0625,65.6875,67.3125,82.1875,84,70.5625,96.125,86.1875,69.125,96.6875,121.56,126.065,112.125,85,69.875,77.8125,96.75,57.9375,61,81.875,79.1875,90.3125,70.6875,68.1875,99.6875,96.6875
162,94,92.25,75.625,86.375,85.143,86.875,94.25,78.286,75.625,62.875,64.875,68.857,66.25,74.375,104.38,84,87,105.25,69.625,89.5,101.63,101.5,38.125,35.125,92.875,97.75,81.25,79.143,91.125,68.25,60.857
163,53.875,55.25,51.75,52.375,47.25,42.429,44.375,35.333,41,43.875,37.25,33.375,64.625,47.25,37.375,45.375,53.625,44.25,39.875,33.75,45.25,NA,35.75,40.875,41.125,49,40.375,41.333,41,40.25,41.75
164,48.75,53.5,57.875,56.125,45.5,43.75,42,41,48.25,46.5,37.875,39.25,71.75,50.5,40.875,49.875,60.25,46.75,46.625,39.875,43.429,49.875,42.625,46.75,44.25,40.375,36.375,46.75,47.5,50.875,53.25
165,47.875,52.75,54.875,49.125,47.875,39.375,41.125,33.125,44.25,44.125,35.75,37.875,62,44.125,34,46.75,55.625,43.25,34.125,27.875,39.714,53.125,35.875,41.625,39.375,36.875,31.125,39.5,37.375,40.75,42.375
166,49.375,47.5,48.625,42.375,48.125,43.75,43.875,33,39.25,40.25,35,36.25,59,36.875,34.25,43.125,51.625,47.125,38.25,34.75,40.875,39.25,31.75,34.25,31.125,38.25,33.75,37.125,33.125,32.875,36.75
167,50.875,53.125,52.375,49.375,50.875,43.875,45.125,40,49,49.625,36.875,43,67.375,44.5,44.75,49,59.375,48,60,37.75,40.25,49.625,43.75,47.625,40.125,37.667,34.875,47.25,45.25,51.25,52.25
168,69.25,78.5,77.375,79.5,63.25,59.125,59.25,60.25,66,64,53.5,65.375,88.625,75.625,67.25,77.125,80.875,78,72.429,54.25,76.667,72.25,61.125,63.25,60.125,59.875,62.625,73,70.75,71.75,66.375
169,39.25,40.625,38.625,38,NA,NA,NA,27.571,30,31.875,24.125,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,53.75,50.875,50.375,50.857,54,45,45.25,35.75,45.125,38.625,39.375,44.75,NA,39.125,41.625,51.5,56.875,46.125,45.429,40.5,51.125,47.375,34.875,40,34.25,40.625,38,44.875,44.125,39.625,45
171,44,52.125,47.75,49.625,40.714,36.25,35.375,34.667,40.25,43.625,33.5,28.667,53,47,33.5,40.75,48.125,35.5,34.429,25.125,31.75,36.333,42.25,39.125,32.5,31.625,27,33.875,33,36.5,39.625
172,26.429,33.375,25.625,28.857,21.429,15.286,20.75,17.625,17.875,22.5,14.125,15.625,18,21.375,21.714,23,24.875,27.375,26.714,27.5,25.25,29,33.5,31.75,24.125,26.125,30.875,32.429,32.875,29.625,29.286
173,64.625,66.125,64.875,72,47.625,47.125,36.5,29,27.5,27.75,45.875,63.5,73.875,75.5,61.625,72.625,64.375,52.375,50,55.125,30.5,53,73,73,60.875,86,61.75,58.5,60.875,56.125,51.375
174,54.75,39.25,48.25,42.25,36,33.75,36.25,35,26.375,43.125,50,62.5,56,56.375,56.75,69.375,59,51.5,48.125,85.5,55,64.125,80.875,60.875,59.125,65.875,62.75,57.25,38.125,41.75,57.125
175,30.875,32.5,32.875,31.625,29.125,19.625,24,24.75,21.25,26.25,21.75,25.75,25.75,30.625,35.875,34.75,36.375,29.5,27.75,33.75,28.625,31.875,36.25,41,33.875,NA,39.5,35.5,33.625,32.625,38.375
176,25.625,29,28.75,28.5,24.143,18,22,23.125,18.75,27.125,20.875,34.25,29,25.875,28.625,31.375,30,26,23.875,29.25,24.5,29.375,49.75,47,33.5,32.5,33.625,30.625,27.375,27.625,31.25
177,28.375,33.625,32.5,30.75,27.714,19,22.75,23.375,19.75,25,21,27.5,24.75,28.125,32.625,31.286,33,28.75,27.875,32.875,27.714,NA,32.875,36.25,31.625,33.375,35.5,32.875,32.5,30.5,35.5
178,29.75,31.875,33,31.75,31.125,21.125,24.75,27.125,23.125,29.375,NA,37.75,29.75,30.125,34.125,36.875,35.5,31.625,30.375,34.875,31.25,34,48.75,44.625,36.75,38.875,38.75,36.875,35.125,33.875,38.125
179,46.5,35.5,44.375,39.5,33.167,33.375,33.125,35.25,25.625,42.25,43.5,56,53.125,48.125,53.625,63.75,57,48.75,46.375,84.5,50.875,57.25,80.286,63.143,56.5,58,54.125,52,35.875,40.875,51.625
180,21.75,35.375,28.375,31.125,20.25,13.25,26.75,21.125,18.25,20.25,18.5,20.125,22.125,25.875,23.75,30.75,33.875,25.25,NA,30,24.875,30.5,61.625,41.25,28.625,30,30.375,31.25,32.625,33.25,30
181,39.125,40,43,38,44.0625,41.25,45.0625,38.0625,35.0625,40.375,38.125,50.875,36.518,40.5625,38.625,40.5625,35.6875,44,41.0625,55.5625,55.25,49.8125,56.1875,51.375,43.3125,47.8125,45.625,43.3125,40,39.75,38.875
182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.125,34,36.375
183,28.625,32.429,32.125,30.875,28.75,20.857,23.375,25.875,22.5,26.625,21,30.125,26.75,28.143,30,30.5,32.625,NA,27.125,30.625,28.125,31.25,39.75,43.125,32.625,35.5,36.625,34.375,32.375,32.125,37.125
184,39.375,39.75,40.25,37.75,35.75,27,30.375,33,28.875,35,31.625,43.429,34,34.25,41.625,43.75,47.125,34.875,32.875,40.625,35.125,39,48.625,52.875,47.5,43.5,45.375,44.25,40.625,38.25,41.625
185,59.625,47.75,48,45.429,39.125,42.75,37.875,47.5,36.375,38.625,52.75,66.375,64.714,63.625,64.125,74.375,72.125,55.571,54.25,73.625,65.875,57.5,65.625,NA,NA,68,59,48.25,43.625,41.125,47.125
186,36,31.375,35.25,31.375,27.125,23.25,21.25,25.625,21.125,26.25,31.875,42.625,36.75,35.125,34.5,46.5,43.5,30.75,26.25,41.125,34,30.625,47.25,44,38.75,38.875,33.875,29.5,28.5,30.25,31
187,32.5,31.875,39.875,31.125,31.875,24.167,20,29.5,26.25,25.625,32.5,35.125,19.143,20.25,30,27.75,24.375,24.5,21.25,34.667,32.75,21.375,37.5,27.5,29.875,30.25,27,23.625,21.25,18,20.75
188,28.25,33.875,33,30.625,26.857,17.75,22.25,24.5,19.625,26.125,21.875,29.875,25.857,28.25,32.875,33,31.625,28.75,25.75,31.875,28.25,33.375,35.125,45.375,31.75,38.25,38.125,35,32.5,29.75,34.5
189,37.75,37.625,45,38.625,38.75,35.5,28.625,36.25,36.125,35,40.625,47.625,30.429,34.5,36.125,38.375,34.625,41.75,35.25,54.125,51.625,40.625,57.625,49.375,44.375,44.125,41.375,36.5,34.875,34.25,36.75
190,NA,37.25,38.625,34.75,30.5,26.25,25.375,32.75,25.125,28.875,38.875,56.125,48.286,45.5,46.5,64.25,58.25,34.625,29.375,54.375,44,40.25,65.25,54.125,54.25,55.125,51.25,46.5,39,36.375,37.625
191,31.5,39.75,37.25,32.625,29.833,18.875,23.875,27.375,21,27.375,23.375,32.75,26.625,31,37.625,37.125,34.625,31,27.5,34.5,30.625,37,37.75,45.5,34.75,41.75,41.625,39.125,35.25,34.625,37.625
192,36,37.5,40.125,37.25,31.25,28.75,38.125,32.625,34.625,26,39.375,54.75,36.25,36.375,47.25,45.875,45.25,42.625,43.75,44.286,20.125,51.875,66.375,56.5,40,41,48.833,43,40.875,48.25,54.625
193,32.5,49,43.5,45.5,24.375,16.5,26.5,23,22.625,24.875,26,37.625,37.5,41.625,43.5,52.25,56.5,34.125,36.25,38.125,23.875,37.875,80.125,63.5,39.625,43,42.375,38.75,39.375,47.375,44.75
194,41.5,56,53.375,51.25,26.25,20.125,26.875,22.625,23.875,30.5,29,48.125,45.75,51.875,55.375,79.125,83,39.125,44,45.625,23.5,36,87.75,55.375,45.25,54.875,49.5,41.25,42.125,57.375,54.625
195,35,51.625,NA,47.125,26.625,19.5,30,24.5,23.75,23.625,27.5,42,39.5,41.25,40.75,53,55.375,36.5,38,40.5,24.375,43.25,83.125,69.875,42.5,46.875,43.75,40.875,41.5,47.625,45.25
196,40.625,39.625,45.625,41.625,33.25,26.875,38.5,29.125,32.5,26,36.875,73,44.875,46.5,59.5,58.375,58.25,49.875,47.75,52.75,26.375,49,77.5,58.375,51,53,54.625,50.5,47,56.375,58.75
197,24.875,38.75,34.125,35.25,21.125,13.875,24,19,19.5,22.75,20.75,29.625,30,34.125,33.375,42.375,47.625,28.375,28.125,29.5,24.5,33.5,73.625,49,29.125,32,34.25,32,34.125,38,36.875
198,23.5,34.857,28.25,28,21.5,14.571,26.125,21.5,18.286,22.75,17.125,21.25,23.429,25.625,29.375,31.286,28.25,29.375,27.75,34.625,27.25,31.75,30.375,30.714,30.125,34.571,35.875,34.875,36.375,34,28.875
199,25.875,33.5,29.5,29.375,23.75,18.375,25.5,22.875,21,25.125,21.375,28.625,24.75,25.125,30.125,31.875,28.125,28.875,27,34.25,24.875,37.125,56.125,41.25,30,35,35.375,35.5,33.625,33.5,30.5
200,25.375,32.125,36.875,30.875,28.875,24.125,31.5,19.375,26,30.625,36,45.857,30.875,26.25,31.875,35.75,32.75,34.375,33.875,33.125,23.375,49.75,66.125,50.75,37.25,34.875,36.5,33.875,33.125,36.625,39.125
201,24.75,33.5,32.375,29.5,27.625,22.875,28.125,27.25,20.875,26.125,26.125,37,25.625,24.875,31.25,30.75,27.125,33.5,32,33.625,24.125,40,42.5,31.5,33.875,33,34.375,32.5,33.75,31.375,28.375
202,44.5,37.25,40.25,32.125,37.571,29.375,59,54.125,36.25,39.5,37.75,56.375,62,74.125,89.875,80.75,74.5,74.625,89.5,78,62.875,66.625,61.25,51.5,52.375,59.375,89.5,85.375,78.125,69.125,66.875
203,60.25,59.875,65.375,47.125,51.75,33.125,57.625,53,33.125,38.125,38.25,59.143,61.125,71.875,81,81.25,67.75,76.714,84.625,72.75,63.125,NA,57.625,60.625,55.375,58,84.5,78,73.375,65.875,60.5
204,56.875,64.125,60.714,48,45.714,38.5,51,53.286,40,39.625,40.857,40,49.25,58.714,63.25,59,52.375,52.125,64.875,61.125,51,62,52,53,43.875,49.167,78.625,65.625,55.625,52.75,53
205,49.375,56.375,49.5,48.125,41.875,28.875,34.625,31.375,33,29.5,31.75,42.25,53.875,51.875,56.125,50.125,43.875,51,50.75,53,57.375,60.375,53.5,50.5,51.625,51.75,64.375,63.25,58.429,48.75,49.125
206,25.571,32.5,28.25,31.75,19.857,14.75,24.25,19.5,20.25,21.375,26.625,35,25.375,39.625,44.375,39.75,35,27,28.375,32,26.25,37.875,62.75,41.25,28.625,34.5,NA,37.125,35.375,39.25,38.375
207,34.75,39.875,38.625,41.75,28,20.375,27.625,22.375,19.875,22.25,33.5,50.375,38.625,55.5,51.5,54.75,45.25,33.75,34.5,39.75,33.125,42,73.75,48.25,44.875,45.875,40.5,41.75,42.125,42.25,41
208,46,46.875,49.125,56.75,37.375,36.25,32.571,28.125,22.125,28,47,68.625,69.25,81,72.857,69.75,58.375,48,42.5,59.375,30.286,46.125,71.75,50.5,60.875,67.75,49.25,45,43.143,48.125,40.875
209,25.125,32.625,29.5,32.25,23.125,16.125,22.5,18.625,17.25,19.375,29.125,31.75,32,29.625,29.5,40.625,32.625,28.5,28.375,30.75,26.75,31.75,48.375,36.625,27.25,30.625,31.286,33.625,31,34.75,28.875
210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,76.625,79.375,73.875,82.75,51.625,55.375,40.875,33.25,30.625,37.25,56.875,75.75,83.25,90.375,75.375,87.375,84.375,72.375,70.625,70.875,50.75,65.125,89.625,90.375,73,94.625,81.75,77.125,71.75,69.875,63.625
212,73,69.25,65.375,67.625,48.625,52.25,41.25,31.375,27.75,31.625,50.5,68.5,71.25,82.375,70,82.625,74.75,65.375,61.125,62.5,50.5,56.375,76.75,81.375,64.625,75.5,74.125,69.5,65.375,59.25,57.375
213,70.5,66.625,56.625,57.25,56.75,53.625,48.25,44.125,30,34.125,43.25,53.375,65.75,73.5,71.125,66,68.625,73.375,59.375,63.875,41.125,47.625,69,68.25,65.25,73.25,60.875,68.875,51.75,56.5,51.75
214,67.25,66.75,64.125,56.625,63.875,57.375,50.75,45.625,30.5,39,61.857,64.875,NA,NA,83.625,74.375,74.5,71.5,73.5,66.625,57.25,60.857,72.25,67.5,79.75,76.25,68.875,73.25,57.875,58.375,57.75
215,73.375,71.25,64.25,58.75,74,55.5,61.125,60.625,37.625,40.75,55.125,52.625,67.5,80.125,81.375,70.5,67.714,85.375,79.375,70.875,72.875,65.875,67.875,65.25,62.375,77.875,86.625,75.25,72.125,64.25,63.125
216,NA,66.625,63.25,52.375,63.5,37.5,47.5,46.375,27.625,31.5,36,57.125,59.75,71.75,80,70.625,76.875,77.625,69.5,70.625,61,52.5,59.875,62,57.875,55.375,78.625,70.25,65.875,61.375,54.125
217,88.5,84.5,86.875,78.875,89.25,85.25,78.875,78.625,65.25,56.125,60.375,69.125,68,65.125,54.286,102.25,95.5,100.38,102.13,95.375,97.75,95.5,90.125,88,88.75,83.143,94.875,85.625,73.143,67.5,76.25
218,97.5,89.25,92.75,81.375,92.75,88.75,83.25,81.125,68.375,62.125,74.625,87.125,97.625,77.5,65.125,109.75,103.25,108.25,112.62,105.25,101.38,104.88,99.875,89.25,94,95.375,107,101.25,74.5,80,80.625
219,93.75,77.375,79.375,73.375,71.75,62.375,54.25,51.875,46.375,55.375,58.625,75.875,79.375,86.875,99,99.125,85.625,78,NA,82.875,73,76.125,83,87.25,83.625,78,98.625,NA,80.375,68.75,68.875
220,72.5,66.625,60.125,68.375,65.75,65.5,54.125,49,34.875,42.75,62,70.625,81.75,82,89.625,71.125,69.375,68,65.375,72.125,71.125,59.125,68,67.375,60.625,70.875,71.75,77.625,73.75,60.75,54.25
221,56.875,57.625,55,54.625,43.875,48.875,57.571,55.429,55.75,55.5,57.375,54.25,57.125,44.125,61.75,60.125,56.375,46.75,61.375,55.5,59,59.125,51.5,41.375,47.125,53.875,46.625,50.625,45.25,46.875,44.75
222,70.875,68.375,67.375,65.125,58,60.875,63,63.75,60.5,64.125,66.625,68.25,67.25,49.875,80.625,69.125,68.25,NA,83.714,57.833,68.5,69.875,77.5,65,63.875,68,60.125,63.125,52.875,58.25,56
223,75.625,68,61,65.375,65,65,72.125,58.625,57.5,56.875,68.375,79,68.125,70.25,89.375,83.75,79.625,76.125,82.5,84.375,68.75,62.625,73,64.5,64.625,63.875,60.125,58.5,49.875,48.25,54.625
224,76.875,76.75,75.75,73.125,59.875,60.625,71.625,66.25,67.5,68.75,77.125,76.25,73,63.625,85.125,82.125,85.875,73.25,85.5,61.25,63.625,59.5,79.125,68.75,61.625,65.25,56.875,NA,NA,58,62
225,50.75,45.25,55.375,44.875,37,34.5,26.25,42.25,31.875,38.625,54.25,50.125,32.375,33.75,46.375,46.5,39.25,35.375,32.25,41.25,33.333,31.125,45.375,46.625,49.25,52.75,49,45.625,39.125,34.5,35.625
226,49.625,47.125,55.5,46.125,34.75,34.625,30,43.375,41.75,44.75,48.25,46.5,34.25,30.75,52,50.125,41.375,35.625,NA,38.875,44.125,34.875,40.75,48.125,44.375,52.5,45.5,41.857,37.75,34.25,35
227,57,54.75,56.25,61,43.25,46,36.75,34.5,26.625,36.5,51.375,64.75,70.625,79.5,80.5,63.75,61.125,49.625,48.625,57.625,32.5,53.875,69,59.875,62.75,69.143,60.375,55.375,49.667,53.75,47.75
228,63.714,64,62.625,64.625,53.25,53.75,45.25,38.857,31.75,40.5,56.75,73.625,81.875,86.625,86.75,68.625,75.75,62.25,62.125,66.25,37.429,58.875,64.75,72.5,61.375,75.875,66.875,58.125,50.5,59.5,59
229,59,55.625,53.875,68.375,49.25,64.5,75,80,68.625,69.25,77.875,83.625,77.125,72.625,70.143,73.75,56.375,64.75,81.5,74.5,77,71.286,75.375,72.75,59.125,30.25,68.875,69.125,61.875,66.625,72.375
230,NA,56.625,52.875,62,51.25,61.625,60.875,67.625,70,60,79.875,74.375,70.625,62.25,70.75,67.375,55.5,73.75,63.75,69.625,67.5,76.375,73.875,84,43.375,NA,61.143,76.75,66.625,57.625,57.75
231,63.5,59.5,56.625,73.75,55.125,70.143,78.125,79.25,73.375,68.625,84,91.25,82.875,77.25,72.125,78.375,61.875,67.75,81.25,76.625,84.25,74.375,77.125,76.125,56.75,33.875,71.714,73,65.75,69,69.5
232,64.625,61.25,53,61.75,49.625,55.25,67.25,61.875,67.375,70.875,68.125,77.5,73.75,86.375,67.625,76.5,63.75,62.375,81.714,75.625,73.625,64,71.5,76.75,58,45.25,NA,59.25,67.75,54,63.625
233,63.875,60,54.125,59.375,53.667,59,65.75,67.875,66.625,71.875,66.875,75,73.375,82.75,66.75,75.875,63.5,62.375,80.625,72.5,75.5,64.25,68.875,77.5,NA,44.125,52.5,61,68.75,54.625,66.625
234,53.1875,63.375,51.875,67.25,50.4285,64.75,70.4375,73.902,69.25,64.5,79.3125,85.125,76.4375,70.4375,74.8215,77.1875,59.8125,76.25,68.75,73.9375,81.4375,70.8125,NA,80.0625,54,29.3125,58.25,77.3215,68.25,65.3125,64.875
